location,review,name,user_profile,userloc,rating
mandi,Serving below quality food..In high priced..We ordered aloogobi n they served a dish which is not called aloo Gobi with a bad smell and find that the Gobi is rotten n smelling..The manager is very rude..The waiter don't know anything...,Anasua S,/Profile/AnasuaS5,,10
