location,review,name,user_profile,userloc,rating
mandi,When i saw the name sally i thought have to give it a try so i stayed there one day after long driving. Food was very pathetic and attitude of the workers also not good. Try to avoid to stay there. Can find many other hotel to choose close by. ,Vijay K,/Profile/VijayK2026,,20
mandi,"Guys, please beware of this place. The hotel is bad and the food they serve is so bad. I found a cockroach in the noodles and after pointing it out the owner had the guts to give me the bill for that cockroach he served. Worst place please avoid this place at all cost. Be safe  ",mathiasmelvin,/Profile/mathiasmelvin,"Dubai, United Arab Emirates",10
