location,review,name,user_profile,userloc,rating
tehri-gharwal,The rooms were not clean....bed sheets not changed...away from colony...need own conveyance to reach...seen another family from Delhi stranded. Since they had booked for three nits through Goibibo...nobody listened.,Tejinder S,/Profile/883tejinders,,10
tehri-gharwal,"Fantastic place, excellent view of snow covered mountains. Good food with positive vibe. Food was good and staff very welcoming. Would recommend family and friends to visit this place. Breakfast sitting area is eye catching with breathtaking view",nirveshs2015,/Profile/nirveshs2015,"Preston, United Kingdom",50
